sentence_text_en,target_keyword,target_phoneme,question_text_en,correct_answer_en,acoustic_foil_en,semantic_foil_en,scenario,difficulty,source_row_id,source_language,target_language,translation_status,sentence_text_es,question_text_es,correct_answer_es,acoustic_foil_es,semantic_foil_es
The used books shelf has paperbacks for three dollars each.,Three,/θ/,How much are the used paperbacks?,Three dollars,Free dollars,Five dollars,Bookstore,2,795,en,es,machine_translated,El estante de libros usados ​​tiene libros de bolsillo a tres dólares cada uno.,¿Cuánto cuestan los libros de bolsillo usados?,tres dolares,dolares gratis,cinco dolares
The bookstore hosts a poetry reading the first Thursday of each month.,Thursday,/θ/,When is the poetry reading?,First Thursday,First Thirsty,Last Thursday,Bookstore,3,796,en,es,machine_translated,La librería organiza una lectura de poesía el primer jueves de cada mes.,¿Cuándo es la lectura de poesía?,primer jueves,primero sediento,El jueves pasado
The travel section is between the science fiction and biography shelves.,Fiction,/f/,What sections surround the travel section?,Science fiction and biography,Science friction and biography,Science fiction and history,Bookstore,3,797,en,es,machine_translated,La sección de viajes se encuentra entre los estantes de ciencia ficción y biografía.,¿Qué secciones rodean la sección de viajes?,Ciencia ficción y biografía.,Fricción científica y biografía.,Ciencia ficción e historia.
The membership card gives a fifteen percent discount on purchases.,Fifteen,/f/,What discount does the card give?,Fifteen percent,Fifty percent,Thirteen percent,Bookstore,3,798,en,es,machine_translated,La tarjeta de socio ofrece un descuento del quince por ciento en las compras.,¿Qué descuento da la tarjeta?,quince por ciento,cincuenta por ciento,trece por ciento
The vanilla soft serve cone costs three seventy five.,Three,/θ/,How much is the cone?,Three seventy five,Free seventy five,Four seventy five,Ice Cream Shop,2,799,en,es,machine_translated,El cono de vainilla suave cuesta tres setenta y cinco.,¿Cuanto cuesta el cono?,tres setenta y cinco,Gratis setenta y cinco,cuatro setenta y cinco
We have over thirty flavors including salted caramel.,Thirty,/θ/,How many flavors are there?,Thirty,Dirty,Twenty,Ice Cream Shop,2,800,en,es,machine_translated,Disponemos de más de treinta sabores incluido el caramelo salado.,¿Cuantos sabores hay?,Treinta,Sucio,Veinte
The fresh waffle cone is an extra seventy five cents.,Seventy,/s/,How much extra is the waffle cone?,Seventy five cents,Seventeen cents,Sixty five cents,Ice Cream Shop,2,801,en,es,machine_translated,El cono de gofre recién hecho cuesta setenta y cinco centavos más.,¿Cuánto cuesta más el cono de waffle?,setenta y cinco centavos,Diecisiete centavos,sesenta y cinco centavos
The chocolate milkshake has about five hundred calories.,Five,/f/,How many calories?,Five hundred,Hive hundred,Four hundred,Ice Cream Shop,3,802,en,es,machine_translated,El batido de chocolate tiene unas quinientas calorías.,¿Cuántas calorías?,Quinientos,colmena cien,Cuatrocientos
The sherbet flavors include lemon and raspberry.,Sherbet,/ʃ/,What flavors are included?,Lemon and raspberry,Lemon and blueberry,Orange and raspberry,Ice Cream Shop,3,803,en,es,machine_translated,Los sabores de sorbete incluyen limón y frambuesa.,¿Qué sabores están incluidos?,Limón y frambuesa,Limón y arándano,Naranja y frambuesa
The ice cream cake serves about thirteen people.,Thirteen,/θ/,How many people does the cake serve?,Thirteen,Thirty,Fourteen,Ice Cream Shop,3,804,en,es,machine_translated,La tarta helada sirve para unas trece personas.,¿Para cuántas personas sirve el pastel?,Trece,Treinta,Catorce
The shop closes at ten thirty every night except Sundays.,Thirty,/θ/,What time does the shop close?,Ten thirty,Ten dirty,Nine thirty,Ice Cream Shop,2,805,en,es,machine_translated,La tienda cierra a las diez y media todas las noches excepto los domingos.,¿A qué hora cierra la tienda?,diez y media,diez sucios,nueve treinta
The sundae with everything costs six fifty with tax.,Six,/s/,How much is the sundae?,Six fifty,Sits fifty,Seven fifty,Ice Cream Shop,2,806,en,es,machine_translated,El helado con todo cuesta seis cincuenta con impuestos.,¿Cuánto cuesta el helado?,Seis cincuenta,se sienta cincuenta,Siete cincuenta
We use fresh fruit in all of our smoothies.,Fresh,/f/,What kind of fruit do they use?,Fresh,French,Frozen,Ice Cream Shop,2,807,en,es,machine_translated,Usamos fruta fresca en todos nuestros batidos.,¿Qué tipo de fruta utilizan?,Fresco,Francés,Congelado
The birthday party package serves fifteen children.,Fifteen,/f/,How many children does the package serve?,Fifteen,Fifty,Thirteen,Ice Cream Shop,3,808,en,es,machine_translated,El paquete de fiesta de cumpleaños sirve para quince niños.,¿Para cuántos niños sirve el paquete?,Quince,Cincuenta,Trece
Regular unleaded is three sixty five per gallon today.,Three,/θ/,How much is regular unleaded?,Three sixty five,Free sixty five,Four sixty five,Gas Station,2,809,en,es,machine_translated,La gasolina normal sin plomo cuesta hoy tres sesenta y cinco por galón.,¿Cuánto cuesta la gasolina normal sin plomo?,tres sesenta y cinco,Gratis sesenta y cinco,cuatro sesenta y cinco
The car wash is available for thirteen ninety nine.,Thirteen,/θ/,How much is the car wash?,Thirteen ninety nine,Thirty ninety nine,Fourteen ninety nine,Gas Station,3,810,en,es,machine_translated,El lavado de autos está disponible por trece noventa y nueve.,¿Cuanto cuesta el lavado del auto?,trece noventa y nueve,treinta noventa y nueve,catorce noventa y nueve
The air pump for tires is on the south side of the station.,South,/s/,Where is the air pump?,South side,Mouth side,North side,Gas Station,2,811,en,es,machine_translated,La bomba de aire para neumáticos está en el lado sur de la estación.,¿Dónde está la bomba de aire?,lado sur,Lado de la boca,lado norte
Please prepay at the front counter for pump number five.,Five,/f/,Which pump number?,Five,Hive,Four,Gas Station,2,812,en,es,machine_translated,Pague por adelantado en el mostrador principal el surtidor número cinco.,¿Qué número de bomba?,Cinco,Colmena,cuatro
The convenience store inside closes at eleven thirty.,Thirty,/θ/,When does the store close?,Eleven thirty,Eleven dirty,Ten thirty,Gas Station,2,813,en,es,machine_translated,La tienda de conveniencia del interior cierra a las once y media.,¿Cuándo cierra la tienda?,once y media,once sucios,diez y media
The premium fuel costs about fifty cents more per gallon.,Fifty,/f/,How much more is premium?,Fifty cents,Fifteen cents,Thirty cents,Gas Station,2,814,en,es,machine_translated,El combustible premium cuesta unos cincuenta centavos más por galón.,¿Cuánto más es la prima?,Cincuenta centavos,quince centavos,treinta centavos
The restroom key is available from the front desk attendant.,Front,/f/,Where is the key available?,Front desk,Grunt desk,Back desk,Gas Station,2,815,en,es,machine_translated,La llave del baño está disponible con el encargado de la recepción.,¿Dónde está disponible la clave?,Recepción,escritorio gruñido,Escritorio trasero
The station offers a three cent discount for cash payments.,Three,/θ/,What is the cash discount?,Three cents,Free cents,Five cents,Gas Station,2,816,en,es,machine_translated,La estación ofrece un descuento de tres centavos por pagos en efectivo.,¿Qué es el descuento por pronto pago?,Tres centavos,Céntimos gratis,Cinco centavos
The diesel pump is the third one from the left.,Third,/θ/,Which pump is the diesel?,Third,Bird,Fourth,Gas Station,3,817,en,es,machine_translated,La bomba de diésel es la tercera desde la izquierda.,¿Qué bomba es la diésel?,Tercero,Pájaro,Cuatro
They sell windshield washer fluid for four seventy five.,Seventy,/s/,How much is the washer fluid?,Four seventy five,Four seventeen five,Three seventy five,Gas Station,2,818,en,es,machine_translated,Venden líquido limpiaparabrisas por cuatro setenta y cinco.,¿A cuánto asciende el líquido lavaparabrisas?,cuatro setenta y cinco,cuatro diecisiete cinco,tres setenta y cinco
The dental hygienist cleans your teeth before the exam.,Teeth,/θ/,What does the hygienist clean?,Teeth,Teach,Gums,Dentist,2,819,en,es,machine_translated,El higienista dental le limpia los dientes antes del examen.,¿Qué limpia el higienista?,Dientes,Enseñar,Cena
The filling for the back molar costs about three hundred.,Three,/θ/,How much does the filling cost?,Three hundred,Free hundred,Five hundred,Dentist,3,820,en,es,machine_translated,El empaste del molar posterior cuesta unos trescientos.,¿Cuanto cuesta el relleno?,trescientos,cien gratis,Quinientos
The office validates parking for visits over thirty minutes.,Thirty,/θ/,For visits over how long?,Thirty minutes,Dirty minutes,Twenty minutes,Dentist,3,821,en,es,machine_translated,La oficina valida el aparcamiento para visitas superiores a treinta minutos.,¿Para visitas de cuánto tiempo?,treinta minutos,minutos sucios,veinte minutos
The veneer consultation is scheduled for next Thursday.,Thursday,/θ/,When is the consultation?,Thursday,Thirsty,Wednesday,Dentist,3,822,en,es,machine_translated,La consulta de carillas está prevista para el próximo jueves.,¿Cuándo es la consulta?,Jueves,Sediento,Miércoles
Please rinse thoroughly after the fluoride application.,Thoroughly,/θ/,How should you rinse?,Thoroughly,Thurley,Quickly,Dentist,3,823,en,es,machine_translated,Enjuague bien después de la aplicación de flúor.,¿Cómo debes enjuagar?,Minuciosamente,Thurley,Rápidamente
The orthodontist recommends braces for approximately thirteen months.,Thirteen,/θ/,How many months are recommended?,Thirteen,Thirty,Fourteen,Dentist,3,824,en,es,machine_translated,El ortodoncista recomienda aparatos de ortodoncia durante aproximadamente trece meses.,¿Cuántos meses se recomiendan?,Trece,Treinta,Catorce
The X-ray revealed a fracture in the third premolar.,Third,/θ/,Which premolar has the fracture?,Third,Bird,Fourth,Dentist,3,825,en,es,machine_translated,La radiografía reveló una fractura en el tercer premolar.,¿Qué premolar tiene la fractura?,Tercero,Pájaro,Cuatro
The dental insurance covers two cleanings per year at no charge.,Charge,/tʃ/,How many cleanings are covered?,Two,Too,Three,Dentist,2,826,en,es,machine_translated,El seguro dental cubre dos limpiezas al año sin coste alguno.,¿Cuántas limpiezas están cubiertas?,Dos,También,Tres
The tooth extraction usually takes about thirty minutes.,Thirty,/θ/,How long does the extraction take?,Thirty minutes,Dirty minutes,Twenty minutes,Dentist,3,827,en,es,machine_translated,La extracción del diente suele tardar unos treinta minutos.,¿Cuanto tiempo dura la extracción?,treinta minutos,minutos sucios,veinte minutos
The new patient forms should be filled out fifteen minutes early.,Fifteen,/f/,How early should forms be filled out?,Fifteen minutes,Fifty minutes,Thirteen minutes,Dentist,3,828,en,es,machine_translated,Los formularios para nuevos pacientes deben completarse quince minutos antes.,¿Con qué antelación se deben completar los formularios?,quince minutos,Cincuenta minutos,trece minutos
The barber suggested a shorter cut on the sides for summer.,Shorter,/ʃ/,What did the barber suggest?,Shorter cut,Daughter cut,Longer cut,Barber,2,829,en,es,machine_translated,El barbero sugirió un corte más corto en los costados para el verano.,¿Qué sugirió el barbero?,corte más corto,corte de hija,corte más largo
The shop opens at seven thirty Tuesday through Saturday.,Thirty,/θ/,What time does the shop open?,Seven thirty,Seven dirty,Eight thirty,Barber,2,830,en,es,machine_translated,La tienda abre a las siete y media de martes a sábado.,¿A qué hora abre la tienda?,siete y media,siete sucios,Ocho y media
A straight razor shave costs about thirty five dollars.,Thirty,/θ/,How much is the shave?,Thirty five,Dirty five,Twenty five,Barber,3,831,en,es,machine_translated,Un afeitado con navaja cuesta unos treinta y cinco dólares.,¿Cuanto cuesta el afeitado?,treinta y cinco,cinco sucios,Veinticinco
The next available appointment is Thursday at four fifteen.,Thursday,/θ/,When is the next appointment?,Thursday at four fifteen,Thirsty at four fifteen,Friday at four fifteen,Barber,3,832,en,es,machine_translated,La próxima cita disponible es el jueves a las cuatro y cuarto.,¿Cuándo es la próxima cita?,Jueves a las cuatro y cuarto,Sediento a las cuatro y cuarto,Viernes a las cuatro y cuarto
The senior discount gives you three dollars off every visit.,Three,/θ/,How much is the discount?,Three dollars,Free dollars,Five dollars,Barber,2,833,en,es,machine_translated,El descuento para personas mayores le otorga tres dólares de descuento en cada visita.,¿A cuánto asciende el descuento?,tres dolares,dolares gratis,cinco dolares
The new barber specializes in fades and sharp line-ups.,Sharp,/ʃ/,What does the new barber specialize in?,Fades and sharp line-ups,Fades and dark line-ups,Fades and soft line-ups,Barber,3,834,en,es,machine_translated,El nuevo barbero se especializa en desvanecimientos y alineaciones nítidas.,¿En qué se especializa el nuevo barbero?,Desvanecimientos y alineaciones nítidas,Desvanecimientos y alineaciones oscuras,Desvanecimientos y alineaciones suaves
The shampoo and conditioning treatment adds fifteen dollars.,Fifteen,/f/,How much does the treatment add?,Fifteen dollars,Fifty dollars,Thirteen dollars,Barber,3,835,en,es,machine_translated,El tratamiento de champú y acondicionador suma quince dólares.,¿Cuanto aporta el tratamiento?,quince dolares,cincuenta dolares,trece dolares
The third chair from the entrance is available right now.,Third,/θ/,Which chair is available?,Third,Bird,Fourth,Barber,2,836,en,es,machine_translated,La tercera silla de la entrada ya está disponible.,¿Qué silla está disponible?,Tercero,Pájaro,Cuatro
The beard trim takes about fifteen minutes on average.,Fifteen,/f/,How long does the trim take?,Fifteen minutes,Fifty minutes,Thirteen minutes,Barber,2,837,en,es,machine_translated,El corte de la barba dura una media de unos quince minutos.,¿Cuánto tiempo lleva el recorte?,quince minutos,Cincuenta minutos,trece minutos
The tip jar is on the shelf next to the cash register.,Shelf,/ʃ/,Where is the tip jar?,On the shelf,On the shell,By the door,Barber,2,838,en,es,machine_translated,El frasco de propinas está en el estante al lado de la caja registradora.,¿Dónde está el frasco de propinas?,en el estante,en el caparazón,por la puerta
The alterations should be finished by Thursday afternoon.,Thursday,/θ/,When will alterations be finished?,Thursday,Thirsty,Wednesday,Tailor,3,839,en,es,machine_translated,Las modificaciones deberían estar terminadas el jueves por la tarde.,¿Cuándo terminarán las reformas?,Jueves,Sediento,Miércoles
The suit jacket needs the sleeves shortened by three quarters of an inch.,Three,/θ/,How much should the sleeves be shortened?,Three quarters inch,Free quarters inch,One quarter inch,Tailor,4,840,en,es,machine_translated,La chaqueta del traje necesita que las mangas se acorten tres cuartos de pulgada.,¿Cuánto se deben acortar las mangas?,Tres cuartos de pulgada,Cuartos de pulgada libres,Un cuarto de pulgada
The fabric for the custom shirt costs thirty dollars per yard.,Thirty,/θ/,How much is the fabric per yard?,Thirty dollars,Dirty dollars,Twenty dollars,Tailor,3,841,en,es,machine_translated,La tela para la camisa personalizada cuesta treinta dólares por yarda.,¿Cuánto cuesta la tela por yarda?,treinta dolares,Dólares sucios,veinte dolares
The fitting appointment is scheduled for five thirty on Friday.,Thirty,/θ/,What time is the fitting?,Five thirty,Five dirty,Four thirty,Tailor,3,842,en,es,machine_translated,La cita de prueba está prevista para las cinco y media del viernes.,¿A qué hora es la prueba?,cinco y media,cinco sucios,cuatro y media
The hemming service for trousers takes about forty five minutes.,Forty,/f/,How long does hemming take?,Forty five minutes,Fourteen minutes,Thirty five minutes,Tailor,3,843,en,es,machine_translated,El servicio de dobladillo de pantalones dura unos cuarenta y cinco minutos.,¿Cuánto tiempo lleva hacer el dobladillo?,cuarenta y cinco minutos,catorce minutos,treinta y cinco minutos
The zipper replacement costs about fifteen dollars.,Fifteen,/f/,How much is the zipper replacement?,Fifteen dollars,Fifty dollars,Thirteen dollars,Tailor,2,844,en,es,machine_translated,El reemplazo de la cremallera cuesta unos quince dólares.,¿Cuánto cuesta el reemplazo de la cremallera?,quince dolares,cincuenta dolares,trece dolares
The linen suits are available in three different styles.,Three,/θ/,How many styles are available?,Three,Free,Five,Tailor,2,845,en,es,machine_translated,Los trajes de lino están disponibles en tres estilos diferentes.,¿Cuántos estilos hay disponibles?,Tres,Gratis,Cinco
She recommended a thinner fabric for the summer weather.,Thinner,/θ/,What kind of fabric was recommended?,Thinner,Dinner,Thicker,Tailor,3,846,en,es,machine_translated,Recomendó una tela más fina para el clima de verano.,¿Qué tipo de tela me recomendaron?,Disolvente,Cena,más grueso
The vest with the silk lining costs about two hundred thirty five.,Thirty,/θ/,How much is the vest?,Two hundred thirty five,Two hundred dirty five,Two hundred twenty five,Tailor,4,847,en,es,machine_translated,El chaleco con forro de seda cuesta unos doscientos treinta y cinco.,¿Cuanto cuesta el chaleco?,doscientos treinta y cinco,Doscientos cinco sucios,doscientos veinticinco
The final fitting should take about fifteen to twenty minutes.,Fifteen,/f/,How long is the final fitting?,Fifteen to twenty,Fifty to twenty,Thirteen to twenty,Tailor,3,848,en,es,machine_translated,La adaptación final debería tardar entre quince y veinte minutos.,¿Cuánto dura la prueba final?,quince a veinte,cincuenta a veinte,trece a veinte
The power drill is on the shelf in aisle three.,Three,/θ/,Which aisle is the drill in?,Three,Free,Four,Hardware Store,2,849,en,es,machine_translated,El taladro eléctrico está en el estante del pasillo tres.,¿En qué pasillo está el taladro?,Tres,Gratis,cuatro
The five-inch wood screws are thirty five cents each.,Thirty,/θ/,How much are the screws?,Thirty five cents,Dirty five cents,Twenty five cents,Hardware Store,3,850,en,es,machine_translated,Los tornillos para madera de cinco pulgadas cuestan treinta y cinco centavos cada uno.,¿Cuanto cuestan los tornillos?,treinta y cinco centavos,Cinco centavos sucios,veinticinco centavos
The weatherproof sealant covers about three hundred square feet.,Three,/θ/,How much does the sealant cover?,Three hundred square feet,Free hundred square feet,Five hundred square feet,Hardware Store,3,851,en,es,machine_translated,El sellador resistente a la intemperie cubre unos trescientos pies cuadrados.,¿Cuánto cubre el sellador?,Trescientos pies cuadrados,Cien pies cuadrados gratis,Quinientos pies cuadrados
The plumbing section is through the archway on the south side.,South,/s/,Where is the plumbing section?,South side,Mouth side,North side,Hardware Store,3,852,en,es,machine_translated,La sección de fontanería se realiza a través del arco del lado sur.,¿Dónde está la sección de plomería?,lado sur,Lado de la boca,lado norte
The circular saw blade is thirteen ninety nine on sale.,Thirteen,/θ/,How much is the saw blade?,Thirteen ninety nine,Thirty ninety nine,Fourteen ninety nine,Hardware Store,3,853,en,es,machine_translated,La hoja de sierra circular es la del trece noventa y nueve.,¿Cuanto cuesta la hoja de sierra?,trece noventa y nueve,treinta noventa y nueve,catorce noventa y nueve
The paint thinner is located in aisle five next to the brushes.,Thinner,/θ/,Where is the paint thinner?,Aisle five,Aisle hive,Aisle three,Hardware Store,3,854,en,es,machine_translated,"El diluyente de pintura se encuentra en el pasillo cinco, al lado de los pinceles.",¿Dónde está el disolvente de pintura?,Pasillo cinco,colmena de pasillo,Pasillo tres
The sheet of plywood costs about thirty seven dollars.,Thirty,/θ/,How much is the plywood?,Thirty seven,Dirty seven,Twenty seven,Hardware Store,3,855,en,es,machine_translated,La hoja de madera contrachapada cuesta unos treinta y siete dólares.,¿Cuánto cuesta la madera contrachapada?,treinta y siete,siete sucios,veintisiete
The chain link fencing comes in thirty foot and fifty foot rolls.,Thirty,/θ/,What sizes does the fencing come in?,Thirty and fifty foot,Dirty and fifty foot,Twenty and forty foot,Hardware Store,3,856,en,es,machine_translated,La cerca de alambre viene en rollos de treinta y cincuenta pies.,¿En qué tamaños viene la cerca?,Treinta y cincuenta pies,Sucio y cincuenta pies,Veinte cuarenta pies
The thermometer for the workshop is on the front counter.,Thermometer,/θ/,Where is the thermometer?,Front counter,Grunt counter,Back counter,Hardware Store,3,857,en,es,machine_translated,El termómetro del taller está en el mostrador delantero.,¿Dónde está el termómetro?,Mostrador frontal,contador de gruñidos,mostrador trasero
The finishing nails come in boxes of three hundred for five dollars.,Three,/θ/,How many nails per box?,Three hundred,Free hundred,Five hundred,Hardware Store,3,858,en,es,machine_translated,Los clavos de acabado vienen en cajas de trescientos por cinco dólares.,¿Cuántos clavos por caja?,trescientos,cien gratis,Quinientos
The shark feeding is at three thirty in the main tank.,Three,/θ/,What time is the shark feeding?,Three thirty,Free thirty,Four thirty,Aquarium,2,859,en,es,machine_translated,La alimentación de los tiburones es a las tres y media en el tanque principal.,¿A qué hora se alimenta el tiburón?,tres y media,gratis treinta,cuatro y media
The jellyfish exhibit features over thirteen species from the Pacific.,Thirteen,/θ/,How many species are featured?,Thirteen,Thirty,Fourteen,Aquarium,3,860,en,es,machine_translated,La exhibición de medusas presenta más de trece especies del Pacífico.,¿Cuántas especies se presentan?,Trece,Treinta,Catorce
The touch pool is on the south end of the second floor.,South,/s/,Where is the touch pool?,South end,Mouth end,North end,Aquarium,3,861,en,es,machine_translated,La piscina táctil está en el extremo sur del segundo piso.,¿Dónde está el grupo táctil?,extremo sur,extremo de la boca,extremo norte
The gift shop sells souvenir shells for three dollars each.,Three,/θ/,How much are the souvenir shells?,Three dollars,Free dollars,Five dollars,Aquarium,2,862,en,es,machine_translated,La tienda de regalos vende conchas de recuerdo por tres dólares cada una.,¿Cuánto cuestan las conchas de recuerdo?,tres dolares,dolares gratis,cinco dolares
The sea otter show runs every forty five minutes.,Forty,/f/,How often does the show run?,Every forty five minutes,Every fourteen minutes,Every thirty five minutes,Aquarium,3,863,en,es,machine_translated,El espectáculo de la nutria marina se realiza cada cuarenta y cinco minutos.,¿Con qué frecuencia se presenta el programa?,Cada cuarenta y cinco minutos,Cada catorce minutos,Cada treinta y cinco minutos
The children's admission is thirteen seventy five.,Thirteen,/θ/,How much is children's admission?,Thirteen seventy five,Thirty seventy five,Fourteen seventy five,Aquarium,3,864,en,es,machine_translated,La admisión de niños es trece setenta y cinco.,¿Cuánto cuesta la entrada para niños?,trece setenta y cinco,treinta setenta y cinco,catorce setenta y cinco
The freshwater exhibit features fish from five different continents.,Five,/f/,How many continents are represented?,Five,Hive,Four,Aquarium,2,865,en,es,machine_translated,La exhibición de agua dulce presenta peces de cinco continentes diferentes.,¿Cuántos continentes están representados?,Cinco,Colmena,cuatro
The behind the scenes tour starts at eleven fifteen on Thursdays.,Thursdays,/θ/,When does the tour start?,Thursdays at eleven fifteen,Birthdays at eleven fifteen,Wednesdays at eleven fifteen,Aquarium,3,866,en,es,machine_translated,La gira detrás de escena comienza los jueves a las once y cuarto.,¿Cuándo comienza la gira?,Los jueves a las once y cuarto,Cumpleaños a las once quince,Miércoles a las once y cuarto
The coral reef tank holds about thirty thousand gallons of seawater.,Thirty,/θ/,How many gallons does the tank hold?,Thirty thousand,Dirty thousand,Twenty thousand,Aquarium,3,867,en,es,machine_translated,El tanque del arrecife de coral contiene alrededor de treinta mil galones de agua de mar.,¿Cuantos galones tiene capacidad para el tanque?,treinta mil,Mil sucios,veinte mil
The penguin exhibit is kept at a chilly thirty seven degrees.,Thirty,/θ/,What temperature is the exhibit?,Thirty seven degrees,Dirty seven degrees,Twenty seven degrees,Aquarium,3,868,en,es,machine_translated,La exhibición de pingüinos se mantiene a una temperatura fría de treinta y siete grados.,¿Qué temperatura es la exhibición?,treinta y siete grados,Siete grados sucios,veintisiete grados
Lane three is reserved for our Thursday night league.,Three,/θ/,Which lane is reserved?,Three,Free,Four,Bowling Alley,2,869,en,es,machine_translated,El carril tres está reservado para nuestra liga de los jueves por la noche.,¿Qué carril está reservado?,Tres,Gratis,cuatro
Shoe rental costs five seventy five including sanitizing spray.,Five,/f/,How much is shoe rental?,Five seventy five,Hive seventy five,Four seventy five,Bowling Alley,2,870,en,es,machine_translated,"El alquiler de zapatos cuesta cinco setenta y cinco, incluido el spray desinfectante.",¿Cuánto cuesta el alquiler de zapatos?,cinco setenta y cinco,colmena setenta y cinco,cuatro setenta y cinco
The snack bar is through the archway on the south side.,South,/s/,Where is the snack bar?,South side,Mouth side,North side,Bowling Alley,2,871,en,es,machine_translated,El snack bar se encuentra a través del arco del lado sur.,¿Dónde está el chiringuito?,lado sur,Lado de la boca,lado norte
The league championship is scheduled for March thirteenth.,Thirteenth,/θ/,When is the championship?,March thirteenth,March thirtieth,March fourteenth,Bowling Alley,3,872,en,es,machine_translated,El campeonato de liga está previsto para el 13 de marzo.,¿Cuándo es el campeonato?,trece de marzo,treinta de marzo,catorce de marzo
A single game costs seven thirty five per person.,Thirty,/θ/,How much is a game per person?,Seven thirty five,Seven dirty five,Eight thirty five,Bowling Alley,2,873,en,es,machine_translated,Un solo juego cuesta siete treinta y cinco por persona.,¿Cuánto cuesta un juego por persona?,Siete treinta y cinco,Siete cinco sucios,Ocho treinta y cinco
The party package for fifteen includes pizza and drinks.,Fifteen,/f/,How many people does the package include?,Fifteen,Fifty,Thirteen,Bowling Alley,3,874,en,es,machine_translated,El paquete de fiesta para quince incluye pizza y bebidas.,¿Cuántas personas incluye el paquete?,Quince,Cincuenta,Trece
The pro shop has bowling balls starting at thirty nine dollars.,Thirty,/θ/,How much do balls start at?,Thirty nine dollars,Dirty nine dollars,Twenty nine dollars,Bowling Alley,3,875,en,es,machine_translated,La tienda profesional tiene bolas de bolos a partir de treinta y nueve dólares.,¿De cuánto empiezan las bolas?,treinta y nueve dolares,Nueve dólares sucios,veintinueve dolares
The fresh nachos from the kitchen are three ninety five.,Three,/θ/,How much are the nachos?,Three ninety five,Free ninety five,Four ninety five,Bowling Alley,2,876,en,es,machine_translated,Los nachos frescos de la cocina cuestan tres noventa y cinco.,¿Cuanto cuestan los nachos?,tres noventa y cinco,Gratis noventa y cinco,cuatro noventa y cinco
The glow bowling session starts at nine thirty on Fridays.,Thirty,/θ/,What time does glow bowling start?,Nine thirty,Nine dirty,Ten thirty,Bowling Alley,2,877,en,es,machine_translated,La sesión de bolos luminosos comienza a las nueve y media los viernes.,¿A qué hora empiezan los bolos luminosos?,nueve treinta,Nueve sucio,diez y media
The senior discount is available Tuesday and Thursday mornings.,Thursday,/θ/,When is the senior discount available?,Tuesday and Thursday,Tuesday and Thirsty,Wednesday and Thursday,Bowling Alley,3,878,en,es,machine_translated,El descuento para personas mayores está disponible los martes y jueves por la mañana.,¿Cuándo está disponible el descuento para personas mayores?,martes y jueves,Martes y sediento,miércoles y jueves
The vintage Pac-Man machine costs fifty cents per game.,Fifty,/f/,How much per game?,Fifty cents,Fifteen cents,Thirty cents,Arcade,2,879,en,es,machine_translated,La máquina Pac-Man antigua cuesta cincuenta centavos por juego.,¿Cuanto por juego?,Cincuenta centavos,quince centavos,treinta centavos
The photo booth is on the third level near the food court.,Third,/θ/,Which level is the photo booth on?,Third,Bird,Fourth,Arcade,2,880,en,es,machine_translated,El fotomatón está en el tercer nivel cerca del patio de comidas.,¿En qué nivel está el fotomatón?,Tercero,Pájaro,Cuatro
The redemption counter closes at nine forty five.,Forty,/f/,When does the counter close?,Nine forty five,Nine fourteen,Nine thirty five,Arcade,3,881,en,es,machine_translated,El mostrador de canje cierra a las nueve cuarenta y cinco.,¿Cuándo cierra el mostrador?,nueve cuarenta y cinco,nueve catorce,nueve treinta y cinco
The racing simulator costs three tokens for five minutes.,Three,/θ/,How many tokens for the simulator?,Three,Free,Four,Arcade,2,882,en,es,machine_translated,El simulador de carreras cuesta tres fichas por cinco minutos.,¿Cuántas fichas para el simulador?,Tres,Gratis,cuatro
The air hockey tables are through the door on the south wall.,South,/s/,Where are the air hockey tables?,South wall,Mouth wall,North wall,Arcade,2,883,en,es,machine_translated,Las mesas de air hockey están a través de la puerta en la pared sur.,¿Dónde están las mesas de air hockey?,Muro sur,pared de la boca,muro norte
The birthday party room holds up to fifteen children.,Fifteen,/f/,How many children fit in the room?,Fifteen,Fifty,Thirteen,Arcade,2,884,en,es,machine_translated,El salón de fiestas de cumpleaños tiene capacidad para quince niños.,¿Cuántos niños caben en la habitación?,Quince,Cincuenta,Trece
The token machine gives you thirteen tokens for five dollars.,Thirteen,/θ/,How many tokens for five dollars?,Thirteen,Thirty,Fourteen,Arcade,3,885,en,es,machine_translated,La máquina de fichas te da trece fichas por cinco dólares.,¿Cuántas fichas por cinco dólares?,Trece,Treinta,Catorce
The virtual reality experience lasts about seven and a half minutes.,Seven,/s/,How long is the VR experience?,Seven and a half minutes,Eleven and a half minutes,Five and a half minutes,Arcade,2,886,en,es,machine_translated,La experiencia de realidad virtual dura unos siete minutos y medio.,¿Cuánto dura la experiencia de realidad virtual?,Siete minutos y medio,Once minutos y medio,Cinco minutos y medio
The claw machine is right next to the front entrance.,Front,/f/,Where is the claw machine?,Next to the front entrance,Next to the grunt entrance,Next to the back entrance,Arcade,2,887,en,es,machine_translated,La máquina de garras está justo al lado de la entrada principal.,¿Dónde está la máquina de garras?,Al lado de la entrada principal,Al lado de la entrada de gruñidos,Al lado de la entrada trasera
The game cards can be reloaded in five dollar increments.,Five,/f/,In what increments can cards be loaded?,Five dollar,Hive dollar,Three dollar,Arcade,2,888,en,es,machine_translated,Las tarjetas de juego se pueden recargar en incrementos de cinco dólares.,¿En qué incrementos se pueden cargar las tarjetas?,cinco dolares,dólar colmena,tres dolares
