id,drill_pack_id,pack_name,contrast_type,word_1_en,word_2_en,target_phoneme_en,contrast_phoneme_en,position,ipa_1,ipa_2,frequency_rank,difficulty,tier,clinical_note_en,source_row_id,source_language,target_language,translation_status,word_1_es,word_2_es,target_phoneme_es,contrast_phoneme_es,clinical_note_es
drill_304,drill_pack_16,Nasal Place: /m/ vs /n/ Final,Nasal,dime,dine,/m/,/n/,Final,/daɪm/,/daɪn/,1,3,2,Diphthong with clear nasal distinction,drill_304,en,es,machine_translated,diez centavos,cenar,,,Diptongo con clara distinción nasal
drill_305,drill_pack_16,Nasal Place: /m/ vs /n/ Final,Nasal,fame,fane,/m/,/n/,Final,/feɪm/,/feɪn/,2,3,2,Fricative onset with diphthong,drill_305,en,es,machine_translated,fama,fane,,,Inicio fricativo con diptongo
drill_306,drill_pack_16,Nasal Place: /m/ vs /n/ Final,Nasal,game,gain,/m/,/n/,Final,/ɡeɪm/,/ɡeɪn/,1,3,2,High frequency pair builds confidence,drill_306,en,es,machine_translated,juego,ganar,,,El par de alta frecuencia genera confianza
drill_307,drill_pack_16,Nasal Place: /m/ vs /n/ Final,Nasal,gum,gun,/m/,/n/,Final,/ɡʌm/,/ɡʌn/,1,3,2,Short vowel common words,drill_307,en,es,machine_translated,goma,pistola,,,Palabras comunes de vocales cortas
drill_308,drill_pack_16,Nasal Place: /m/ vs /n/ Final,Nasal,him,hin,/m/,/n/,Final,/hɪm/,/hɪn/,1,3,2,Very common pronoun vs archaic word,drill_308,en,es,machine_translated,a él,hin,,,Pronombre muy común vs palabra arcaica
drill_309,drill_pack_16,Nasal Place: /m/ vs /n/ Final,Nasal,jam,Jan,/m/,/n/,Final,/dʒæm/,/dʒæn/,1,3,2,Affricate onset with open vowel,drill_309,en,es,machine_translated,atasco,Ene,,,Inicio africano con vocal abierta.
drill_310,drill_pack_16,Nasal Place: /m/ vs /n/ Final,Nasal,lamb,land,/m/,/n/,Final,/læm/,/lænd/,1,3,2,Near-minimal - cluster coda on one side,drill_310,en,es,machine_translated,cordero,tierra,,,Casi mínimo: coda del grupo en un lado
drill_311,drill_pack_16,Nasal Place: /m/ vs /n/ Final,Nasal,lime,line,/m/,/n/,Final,/laɪm/,/laɪn/,1,3,2,Diphthong with lateral onset,drill_311,en,es,machine_translated,cal,línea,,,Diptongo con inicio lateral
drill_312,drill_pack_16,Nasal Place: /m/ vs /n/ Final,Nasal,room,rune,/m/,/n/,Final,/ruːm/,/ruːn/,2,3,2,Back rounded vowel context,drill_312,en,es,machine_translated,habitación,runa,,,Contexto vocal redondeado hacia atrás
drill_313,drill_pack_16,Nasal Place: /m/ vs /n/ Final,Nasal,same,sane,/m/,/n/,Final,/seɪm/,/seɪn/,1,3,2,Common diphthong pair,drill_313,en,es,machine_translated,mismo,cuerdo,,,Par de diptongos comunes
drill_314,drill_pack_16,Nasal Place: /m/ vs /n/ Final,Nasal,seam,seen,/m/,/n/,Final,/siːm/,/siːn/,1,3,2,Long vowel minimal pair,drill_314,en,es,machine_translated,costura,visto,,,Par mínimo de vocal larga
drill_315,drill_pack_16,Nasal Place: /m/ vs /n/ Final,Nasal,swim,twin,/m/,/n/,Final,/swɪm/,/twɪn/,1,3,2,Near-minimal with cluster onsets,drill_315,en,es,machine_translated,nadar,mellizo,,,Casi mínimo con inicios en racimo
drill_316,drill_pack_16,Nasal Place: /m/ vs /n/ Final,Nasal,team,teen,/m/,/n/,Final,/tiːm/,/tiːn/,1,3,2,Common long vowel pair,drill_316,en,es,machine_translated,equipo,adolescente,,,Par de vocales largas comunes
drill_317,drill_pack_16,Nasal Place: /m/ vs /n/ Final,Nasal,time,tine,/m/,/n/,Final,/taɪm/,/taɪn/,1,3,2,Diphthong with voiceless stop onset,drill_317,en,es,machine_translated,tiempo,púa,,,Diptongo con inicio de parada sorda
drill_318,drill_pack_16,Nasal Place: /m/ vs /n/ Final,Nasal,roam,roan,/m/,/n/,Final,/roʊm/,/roʊn/,3,4,3,Less common pair tests true perception,drill_318,en,es,machine_translated,vagar,ruano,,,Un par menos común prueba la verdadera percepción
drill_319,drill_pack_16,Nasal Place: /m/ vs /n/ Final,Nasal,some,sun,/m/,/n/,Final,/sʌm/,/sʌn/,1,3,2,Very high frequency words,drill_319,en,es,machine_translated,alguno,sol,,,Palabras de muy alta frecuencia
drill_320,drill_pack_16,Nasal Place: /m/ vs /n/ Final,Nasal,tram,train,/m/,/n/,Final,/træm/,/treɪn/,2,4,3,Near-minimal with vowel difference,drill_320,en,es,machine_translated,tranvía,tren,,,Casi mínimo con diferencia vocal
drill_321,drill_pack_17,Stop Manner: /b/ vs /v/ Initial,Consonant Manner,ban,van,/b/,/v/,Initial,/bæn/,/væn/,1,3,2,Stop vs fricative - manner distinction critical for CI,drill_321,en,es,machine_translated,prohibición,furgoneta,,,Stop vs fricativa: distinción de modo crítica para CI
drill_322,drill_pack_17,Stop Manner: /b/ vs /v/ Initial,Consonant Manner,bat,vat,/b/,/v/,Initial,/bæt/,/væt/,1,3,2,Both labial - pure manner contrast,drill_322,en,es,machine_translated,murciélago,tina,,,Ambos labiales - contraste de manera pura.
drill_323,drill_pack_17,Stop Manner: /b/ vs /v/ Initial,Consonant Manner,bent,vent,/b/,/v/,Initial,/bɛnt/,/vɛnt/,1,3,2,Cluster coda with nasal,drill_323,en,es,machine_translated,doblado,respiradero,,,Coda en racimo con nasal
drill_324,drill_pack_17,Stop Manner: /b/ vs /v/ Initial,Consonant Manner,bet,vet,/b/,/v/,Initial,/bɛt/,/vɛt/,1,2,1,Common words - good starter pair,drill_324,en,es,machine_translated,apuesta,veterinario,,,Palabras comunes: buen par inicial
drill_325,drill_pack_17,Stop Manner: /b/ vs /v/ Initial,Consonant Manner,bale,vale,/b/,/v/,Initial,/beɪl/,/veɪl/,2,3,2,Diphthong with lateral coda,drill_325,en,es,machine_translated,bala,valle,,,Diptongo con coda lateral
drill_326,drill_pack_17,Stop Manner: /b/ vs /v/ Initial,Consonant Manner,best,vest,/b/,/v/,Initial,/bɛst/,/vɛst/,1,2,1,Very common words reinforce learning,drill_326,en,es,machine_translated,mejor,chaleco,,,Palabras muy comunes refuerzan el aprendizaje.
drill_327,drill_pack_17,Stop Manner: /b/ vs /v/ Initial,Consonant Manner,bolt,volt,/b/,/v/,Initial,/boʊlt/,/voʊlt/,2,3,2,Diphthong with lateral cluster coda,drill_327,en,es,machine_translated,tornillo,voltio,,,Diptongo con coda de racimo lateral
drill_328,drill_pack_17,Stop Manner: /b/ vs /v/ Initial,Consonant Manner,bow,vow,/b/,/v/,Initial,/baʊ/,/vaʊ/,1,3,2,Diphthong open syllable,drill_328,en,es,machine_translated,arco,voto,,,Diptongo de sílaba abierta
drill_329,drill_pack_17,Stop Manner: /b/ vs /v/ Initial,Consonant Manner,bine,vine,/b/,/v/,Initial,/baɪn/,/vaɪn/,2,3,2,Diphthong with nasal coda,drill_329,en,es,machine_translated,binar,enredadera,,,Diptongo con coda nasal
drill_330,drill_pack_17,Stop Manner: /b/ vs /v/ Initial,Consonant Manner,beer,veer,/b/,/v/,Initial,/bɪr/,/vɪr/,1,3,2,R-colored vowel context,drill_330,en,es,machine_translated,cerveza,virar,,,Contexto vocal de color R
drill_331,drill_pack_17,Stop Manner: /b/ vs /v/ Initial,Consonant Manner,base,vase,/b/,/v/,Initial,/beɪs/,/veɪs/,1,2,1,Common words with sibilant coda,drill_331,en,es,machine_translated,base,florero,,,Palabras comunes con coda sibilante
drill_332,drill_pack_17,Stop Manner: /b/ vs /v/ Initial,Consonant Manner,bile,vile,/b/,/v/,Initial,/baɪl/,/vaɪl/,3,4,3,Less frequent pair tests fine discrimination,drill_332,en,es,machine_translated,bilis,vil,,,Pruebas de pareja menos frecuentes de discriminación fina
drill_333,drill_pack_17,Stop Manner: /b/ vs /v/ Initial,Consonant Manner,berry,very,/b/,/v/,Initial,/bɛri/,/vɛri/,1,2,1,Two-syllable high frequency pair,drill_333,en,es,machine_translated,baya,muy,,,Par de alta frecuencia de dos sílabas
drill_334,drill_pack_17,Stop Manner: /b/ vs /v/ Initial,Consonant Manner,bone,vone,/b/,/v/,Initial,/boʊn/,/voʊn/,2,3,2,Diphthong with nasal coda,drill_334,en,es,machine_translated,hueso,vone,,,Diptongo con coda nasal
drill_335,drill_pack_17,Stop Manner: /b/ vs /v/ Initial,Consonant Manner,bout,vout,/b/,/v/,Initial,/baʊt/,/vaʊt/,2,3,2,Diphthong with voiceless stop coda,drill_335,en,es,machine_translated,combate,votar,,,Diptongo con coda oclusiva sorda
drill_336,drill_pack_17,Stop Manner: /b/ vs /v/ Initial,Consonant Manner,balm,valve,/b/,/v/,Initial,/bɑːm/,/vælv/,2,4,3,Near-minimal with different vowels and codas,drill_336,en,es,machine_translated,bálsamo,válvula,,,Casi mínimo con diferentes vocales y codas
drill_337,drill_pack_17,Stop Manner: /b/ vs /v/ Initial,Consonant Manner,bore,vore,/b/,/v/,Initial,/bɔːr/,/vɔːr/,2,3,2,R-colored vowel back context,drill_337,en,es,machine_translated,aburrir,voré,,,Contexto posterior de vocal de color R
drill_338,drill_pack_17,Stop Manner: /b/ vs /v/ Initial,Consonant Manner,broom,vroom,/b/,/v/,Initial,/bruːm/,/vruːm/,2,3,2,Cluster onset tests manner in context,drill_338,en,es,machine_translated,escoba,vroom,,,Manera de las pruebas de inicio de conglomerados en contexto
drill_339,drill_pack_17,Stop Manner: /b/ vs /v/ Initial,Consonant Manner,bus,versus,/b/,/v/,Initial,/bʌs/,/vɜːrsəs/,1,4,3,Length mismatch adds processing challenge,drill_339,en,es,machine_translated,autobús,versus,,,La falta de coincidencia de longitud añade un desafío al procesamiento
drill_340,drill_pack_17,Stop Manner: /b/ vs /v/ Initial,Consonant Manner,bury,vary,/b/,/v/,Initial,/bɛri/,/vɛri/,1,3,2,Two-syllable pair with identical vowels,drill_340,en,es,machine_translated,enterrar,variar,,,Par de dos sílabas con vocales idénticas
drill_341,drill_pack_18,Vowel Height Front: /ɪ/ vs /iː/ Medial,Vowel Height,bit,beat,/ɪ/,/iː/,Medial,/bɪt/,/biːt/,1,2,1,Duration and F1/F2 difference - core CI training,drill_341,en,es,machine_translated,poco,derrotar,,,Duración y diferencia F1/F2: entrenamiento básico de CI
drill_342,drill_pack_18,Vowel Height Front: /ɪ/ vs /iː/ Medial,Vowel Height,fill,feel,/ɪ/,/iː/,Medial,/fɪl/,/fiːl/,1,2,1,Fricative onset with lateral coda,drill_342,en,es,machine_translated,llenar,sentir,,,Inicio fricativo con coda lateral.
drill_343,drill_pack_18,Vowel Height Front: /ɪ/ vs /iː/ Medial,Vowel Height,grin,green,/ɪ/,/iː/,Medial,/ɡrɪn/,/ɡriːn/,1,2,1,Cluster onset common pair,drill_343,en,es,machine_translated,sonrisa,verde,,,Par común de inicio en racimo
drill_344,drill_pack_18,Vowel Height Front: /ɪ/ vs /iː/ Medial,Vowel Height,hill,heal,/ɪ/,/iː/,Medial,/hɪl/,/hiːl/,1,2,1,H-onset with lateral coda,drill_344,en,es,machine_translated,colina,sanar,,,Inicio en H con coda lateral
drill_345,drill_pack_18,Vowel Height Front: /ɪ/ vs /iː/ Medial,Vowel Height,kin,keen,/ɪ/,/iː/,Medial,/kɪn/,/kiːn/,2,2,1,Velar stop with nasal coda,drill_345,en,es,machine_translated,familiares,afecto,,,Parada velar con coda nasal
drill_346,drill_pack_18,Vowel Height Front: /ɪ/ vs /iː/ Medial,Vowel Height,lid,lead,/ɪ/,/iː/,Medial,/lɪd/,/liːd/,1,2,1,Lateral onset high frequency pair,drill_346,en,es,machine_translated,tapa,dirigir,,,Par de alta frecuencia de inicio lateral
drill_347,drill_pack_18,Vowel Height Front: /ɪ/ vs /iː/ Medial,Vowel Height,mill,meal,/ɪ/,/iː/,Medial,/mɪl/,/miːl/,1,2,1,Nasal onset with lateral coda,drill_347,en,es,machine_translated,molino,comida,,,Inicio nasal con coda lateral.
drill_348,drill_pack_18,Vowel Height Front: /ɪ/ vs /iː/ Medial,Vowel Height,pill,peel,/ɪ/,/iː/,Medial,/pɪl/,/piːl/,1,2,1,Stop onset common pair,drill_348,en,es,machine_translated,píldora,cáscara,,,detener el par común de inicio
drill_349,drill_pack_18,Vowel Height Front: /ɪ/ vs /iː/ Medial,Vowel Height,rich,reach,/ɪ/,/iː/,Medial,/rɪtʃ/,/riːtʃ/,1,2,1,Liquid onset with affricate coda,drill_349,en,es,machine_translated,rico,alcanzar,,,Inicio líquido con coda africada
drill_350,drill_pack_18,Vowel Height Front: /ɪ/ vs /iː/ Medial,Vowel Height,sin,seen,/ɪ/,/iː/,Medial,/sɪn/,/siːn/,1,2,1,Sibilant onset common words,drill_350,en,es,machine_translated,pecado,visto,,,Palabras comunes de inicio sibilante
drill_351,drill_pack_18,Vowel Height Front: /ɪ/ vs /iː/ Medial,Vowel Height,ship,sheep,/ɪ/,/iː/,Medial,/ʃɪp/,/ʃiːp/,1,2,1,Postalveolar onset with stop coda,drill_351,en,es,machine_translated,barco,oveja,,,Inicio postalveolar con coda de parada
drill_352,drill_pack_18,Vowel Height Front: /ɪ/ vs /iː/ Medial,Vowel Height,dip,deep,/ɪ/,/iː/,Medial,/dɪp/,/diːp/,1,2,1,Voiced stop onset simple pair,drill_352,en,es,machine_translated,aderezo,profundo,,,Par simple de inicio de parada sonora
drill_353,drill_pack_18,Vowel Height Front: /ɪ/ vs /iː/ Medial,Vowel Height,gin,jean,/ɪ/,/iː/,Medial,/dʒɪn/,/dʒiːn/,2,3,2,Affricate onset with nasal coda,drill_353,en,es,machine_translated,Ginebra,vaquero,,,Inicio africado con coda nasal
drill_354,drill_pack_18,Vowel Height Front: /ɪ/ vs /iː/ Medial,Vowel Height,grid,greed,/ɪ/,/iː/,Medial,/ɡrɪd/,/ɡriːd/,2,3,2,Cluster onset adds complexity,drill_354,en,es,machine_translated,red,codicia,,,La aparición de racimos añade complejidad
drill_355,drill_pack_18,Vowel Height Front: /ɪ/ vs /iː/ Medial,Vowel Height,lip,leap,/ɪ/,/iː/,Medial,/lɪp/,/liːp/,1,2,1,Lateral onset with stop coda,drill_355,en,es,machine_translated,labio,salto,,,Inicio lateral con coda de parada.
drill_356,drill_pack_18,Vowel Height Front: /ɪ/ vs /iː/ Medial,Vowel Height,pick,peak,/ɪ/,/iː/,Medial,/pɪk/,/piːk/,1,2,1,Voiceless stop frame,drill_356,en,es,machine_translated,elegir,cima,,,Cuadro de parada sin voz
drill_357,drill_pack_18,Vowel Height Front: /ɪ/ vs /iː/ Medial,Vowel Height,fist,feast,/ɪ/,/iː/,Medial,/fɪst/,/fiːst/,2,3,2,Cluster coda with fricative onset,drill_357,en,es,machine_translated,puño,banquete,,,Coda del racimo con inicio fricativo
drill_358,drill_pack_18,Vowel Height Front: /ɪ/ vs /iː/ Medial,Vowel Height,wick,week,/ɪ/,/iː/,Medial,/wɪk/,/wiːk/,1,2,1,Glide onset with velar stop coda,drill_358,en,es,machine_translated,mecha,semana,,,Inicio del deslizamiento con coda de parada velar
drill_359,drill_pack_18,Vowel Height Front: /ɪ/ vs /iː/ Medial,Vowel Height,trip,tree,/ɪ/,/iː/,Medial,/trɪp/,/triː/,1,3,2,Near-minimal different syllable structure,drill_359,en,es,machine_translated,viaje,árbol,,,Estructura de sílaba diferente casi mínima
drill_360,drill_pack_18,Vowel Height Front: /ɪ/ vs /iː/ Medial,Vowel Height,wrist,wreath,/ɪ/,/iː/,Medial,/rɪst/,/riːθ/,2,4,3,Different codas increase difficulty,drill_360,en,es,machine_translated,muñeca,guirnalda,,,Diferentes codas aumentan la dificultad.
drill_361,drill_pack_19,Vowel Height Back: /ʊ/ vs /uː/ Medial,Vowel Height,full,fool,/ʊ/,/uː/,Medial,/fʊl/,/fuːl/,1,3,2,Duration cue primary for back vowels in CI,drill_361,en,es,machine_translated,lleno,tonto,,,Señal de duración primaria para vocales posteriores en CI
drill_362,drill_pack_19,Vowel Height Back: /ʊ/ vs /uː/ Medial,Vowel Height,pull,pool,/ʊ/,/uː/,Medial,/pʊl/,/puːl/,1,3,2,Bilabial stop onset with lateral coda,drill_362,en,es,machine_translated,jalar,piscina,,,Inicio de parada bilabial con coda lateral
drill_363,drill_pack_19,Vowel Height Back: /ʊ/ vs /uː/ Medial,Vowel Height,bull,bool,/ʊ/,/uː/,Medial,/bʊl/,/buːl/,2,3,2,Voiced bilabial with lateral coda,drill_363,en,es,machine_translated,toro,booleano,,,Bilabial sonoro con coda lateral
drill_364,drill_pack_19,Vowel Height Back: /ʊ/ vs /uː/ Medial,Vowel Height,look,Luke,/ʊ/,/uː/,Medial,/lʊk/,/luːk/,1,3,2,Common word vs proper name,drill_364,en,es,machine_translated,mirar,lucas,,,Palabra común versus nombre propio
drill_365,drill_pack_19,Vowel Height Back: /ʊ/ vs /uː/ Medial,Vowel Height,book,boo,/ʊ/,/uː/,Medial,/bʊk/,/buː/,1,3,2,Near-minimal with different structure,drill_365,en,es,machine_translated,libro,abucheo,,,Casi mínimo con estructura diferente
drill_366,drill_pack_19,Vowel Height Back: /ʊ/ vs /uː/ Medial,Vowel Height,good,gooed,/ʊ/,/uː/,Medial,/ɡʊd/,/ɡuːd/,1,3,2,Common word vs less common form,drill_366,en,es,needs_pack_redesign,bien,bien,,,El contraste vocálico inglés /ʊ/ vs /uː/ requiere rediseño español a nivel de pack
drill_367,drill_pack_19,Vowel Height Back: /ʊ/ vs /uː/ Medial,Vowel Height,hood,who'd,/ʊ/,/uː/,Medial,/hʊd/,/huːd/,1,3,2,H-onset with voiced stop coda,drill_367,en,es,machine_translated,capucha,quien,,,Inicio H con coda oclusiva sonora
drill_368,drill_pack_19,Vowel Height Back: /ʊ/ vs /uː/ Medial,Vowel Height,wood,wooed,/ʊ/,/uː/,Medial,/wʊd/,/wuːd/,1,3,2,Glide onset minimal pair,drill_368,en,es,machine_translated,madera,cortejado,,,Par mínimo de inicio de deslizamiento
drill_369,drill_pack_19,Vowel Height Back: /ʊ/ vs /uː/ Medial,Vowel Height,soot,suit,/ʊ/,/uː/,Medial,/sʊt/,/suːt/,2,3,2,Sibilant onset common pair,drill_369,en,es,machine_translated,Hollín,traje,,,Par común de inicio sibilante
drill_370,drill_pack_19,Vowel Height Back: /ʊ/ vs /uː/ Medial,Vowel Height,cook,coo,/ʊ/,/uː/,Medial,/kʊk/,/kuː/,1,3,2,Near-minimal different coda structure,drill_370,en,es,machine_translated,cocinar,arrullo,,,Estructura de coda diferente casi mínima
drill_371,drill_pack_19,Vowel Height Back: /ʊ/ vs /uː/ Medial,Vowel Height,foot,food,/ʊ/,/uː/,Medial,/fʊt/,/fuːd/,1,3,2,Common words - voicing difference in coda adds challenge,drill_371,en,es,machine_translated,pie,alimento,,,Palabras comunes: expresar la diferencia en la coda añade un desafío
drill_372,drill_pack_19,Vowel Height Back: /ʊ/ vs /uː/ Medial,Vowel Height,took,two,/ʊ/,/uː/,Medial,/tʊk/,/tuː/,1,3,2,High frequency near-minimal pair,drill_372,en,es,machine_translated,tomó,dos,,,Par casi mínimo de alta frecuencia
drill_373,drill_pack_19,Vowel Height Back: /ʊ/ vs /uː/ Medial,Vowel Height,shook,shoot,/ʊ/,/uː/,Medial,/ʃʊk/,/ʃuːt/,1,3,2,Postalveolar onset near-minimal,drill_373,en,es,machine_translated,sacudió,disparar,,,Inicio postalveolar casi mínimo
drill_374,drill_pack_19,Vowel Height Back: /ʊ/ vs /uː/ Medial,Vowel Height,hook,hoop,/ʊ/,/uː/,Medial,/hʊk/,/huːp/,2,3,2,H-onset with different codas,drill_374,en,es,machine_translated,gancho,aro,,,Inicio H con diferentes codas
drill_375,drill_pack_19,Vowel Height Back: /ʊ/ vs /uː/ Medial,Vowel Height,nook,noon,/ʊ/,/uː/,Medial,/nʊk/,/nuːn/,2,4,3,Nasal onset with different codas,drill_375,en,es,machine_translated,rincón,mediodía,,,Inicio nasal con diferentes codas.
drill_376,drill_pack_19,Vowel Height Back: /ʊ/ vs /uː/ Medial,Vowel Height,rook,rude,/ʊ/,/uː/,Medial,/rʊk/,/ruːd/,3,4,3,Liquid onset - less common pair,drill_376,en,es,machine_translated,torre,brusco,,,Inicio líquido - par menos común
drill_377,drill_pack_19,Vowel Height Back: /ʊ/ vs /uː/ Medial,Vowel Height,brook,brood,/ʊ/,/uː/,Medial,/brʊk/,/bruːd/,3,4,3,Cluster onset adds processing load,drill_377,en,es,machine_translated,arroyo,cría,,,El inicio del grupo agrega carga de procesamiento
drill_378,drill_pack_19,Vowel Height Back: /ʊ/ vs /uː/ Medial,Vowel Height,could,cooed,/ʊ/,/uː/,Medial,/kʊd/,/kuːd/,1,3,2,Very common word vs past tense form,drill_378,en,es,machine_translated,podría,arrullado,,,Palabra muy común vs forma de tiempo pasado
drill_379,drill_pack_19,Vowel Height Back: /ʊ/ vs /uː/ Medial,Vowel Height,push,pooch,/ʊ/,/uː/,Medial,/pʊʃ/,/puːtʃ/,2,4,3,Different codas test vowel focus,drill_379,en,es,machine_translated,empujar,perro,,,Diferentes codas prueban el enfoque vocal.
drill_380,drill_pack_19,Vowel Height Back: /ʊ/ vs /uː/ Medial,Vowel Height,bush,boost,/ʊ/,/uː/,Medial,/bʊʃ/,/buːst/,2,4,3,Near-minimal with cluster coda,drill_380,en,es,machine_translated,arbusto,aumentar,,,Casi mínimo con coda de grupo
drill_381,drill_pack_20,Diphthong Contrasts: /aɪ/ vs /ɔɪ/ Medial,Diphthong,buy,boy,/aɪ/,/ɔɪ/,Medial,/baɪ/,/bɔɪ/,1,3,2,Diphthong onset difference - F2 transition cue,drill_381,en,es,machine_translated,comprar,chico,,,Diferencia de inicio de diptongo: señal de transición F2
drill_382,drill_pack_20,Diphthong Contrasts: /aɪ/ vs /ɔɪ/ Medial,Diphthong,tie,toy,/aɪ/,/ɔɪ/,Medial,/taɪ/,/tɔɪ/,1,3,2,Voiceless stop onset common pair,drill_382,en,es,machine_translated,atar,juguete,,,Par común de inicio de parada sorda
drill_383,drill_pack_20,Diphthong Contrasts: /aɪ/ vs /ɔɪ/ Medial,Diphthong,file,foil,/aɪ/,/ɔɪ/,Medial,/faɪl/,/fɔɪl/,1,3,2,Fricative onset with lateral coda,drill_383,en,es,machine_translated,archivo,frustrar,,,Inicio fricativo con coda lateral.
drill_384,drill_pack_20,Diphthong Contrasts: /aɪ/ vs /ɔɪ/ Medial,Diphthong,lied,Lloyd,/aɪ/,/ɔɪ/,Medial,/laɪd/,/lɔɪd/,2,3,2,Lateral onset with voiced stop coda,drill_384,en,es,machine_translated,mintió,lloyd,,,Inicio lateral con coda oclusiva sonora.
drill_385,drill_pack_20,Diphthong Contrasts: /aɪ/ vs /ɔɪ/ Medial,Diphthong,mile,moil,/aɪ/,/ɔɪ/,Medial,/maɪl/,/mɔɪl/,2,4,3,Nasal onset with lateral coda,drill_385,en,es,machine_translated,milla,grave trabajo,,,Inicio nasal con coda lateral.
drill_386,drill_pack_20,Diphthong Contrasts: /aɪ/ vs /ɔɪ/ Medial,Diphthong,might,moist,/aɪ/,/ɔɪ/,Medial,/maɪt/,/mɔɪst/,1,4,3,Near-minimal with cluster coda,drill_386,en,es,machine_translated,podría,húmedo,,,Casi mínimo con coda de grupo
drill_387,drill_pack_20,Diphthong Contrasts: /aɪ/ vs /ɔɪ/ Medial,Diphthong,line,loin,/aɪ/,/ɔɪ/,Medial,/laɪn/,/lɔɪn/,1,3,2,Lateral onset nasal coda,drill_387,en,es,machine_translated,línea,lomo,,,Coda nasal de inicio lateral
drill_388,drill_pack_20,Diphthong Contrasts: /aɪ/ vs /ɔɪ/ Medial,Diphthong,sigh,soy,/aɪ/,/ɔɪ/,Medial,/saɪ/,/sɔɪ/,1,3,2,Sibilant onset open syllable,drill_388,en,es,machine_translated,suspiro,soja,,,Sílaba abierta de inicio sibilante
drill_389,drill_pack_20,Diphthong Contrasts: /aɪ/ vs /ɔɪ/ Medial,Diphthong,vice,voice,/aɪ/,/ɔɪ/,Medial,/vaɪs/,/vɔɪs/,1,3,2,Fricative onset with sibilant coda,drill_389,en,es,machine_translated,vicio,voz,,,Inicio fricativo con coda sibilante.
drill_390,drill_pack_20,Diphthong Contrasts: /aɪ/ vs /ɔɪ/ Medial,Diphthong,bile,boil,/aɪ/,/ɔɪ/,Medial,/baɪl/,/bɔɪl/,2,3,2,Stop onset lateral coda minimal pair,drill_390,en,es,machine_translated,bilis,hervir,,,Par mínimo de coda lateral de inicio de parada
drill_391,drill_pack_20,Diphthong Contrasts: /aɪ/ vs /ɔɪ/ Medial,Diphthong,jibe,joy,/aɪ/,/ɔɪ/,Medial,/dʒaɪb/,/dʒɔɪ/,2,4,3,Affricate onset near-minimal pair,drill_391,en,es,machine_translated,burla,alegría,,,Par casi mínimo de inicio africano
drill_392,drill_pack_20,Diphthong Contrasts: /aɪ/ vs /ɔɪ/ Medial,Diphthong,kite,coit,/aɪ/,/ɔɪ/,Medial,/kaɪt/,/kɔɪt/,3,4,3,Velar stop frame with archaic word,drill_392,en,es,machine_translated,cometa,coito,,,Marco de parada velar con palabra arcaica.
drill_393,drill_pack_20,Diphthong Contrasts: /aɪ/ vs /ɔɪ/ Medial,Diphthong,pint,point,/aɪ/,/ɔɪ/,Medial,/paɪnt/,/pɔɪnt/,1,3,2,Common words with nasal cluster coda,drill_393,en,es,machine_translated,pinta,punto,,,Palabras comunes con coda del racimo nasal
drill_394,drill_pack_20,Diphthong Contrasts: /aɪ/ vs /ɔɪ/ Medial,Diphthong,height,hoist,/aɪ/,/ɔɪ/,Medial,/haɪt/,/hɔɪst/,1,4,3,H-onset near-minimal with cluster coda,drill_394,en,es,machine_translated,altura,izar,,,Inicio H casi mínimo con coda en racimo
drill_395,drill_pack_20,Diphthong Contrasts: /aɪ/ vs /ɔɪ/ Medial,Diphthong,right,Roy,/aɪ/,/ɔɪ/,Medial,/raɪt/,/rɔɪ/,1,3,2,Liquid onset high frequency words,drill_395,en,es,machine_translated,bien,roy,,,Palabras de alta frecuencia de aparición líquida
drill_396,drill_pack_20,Diphthong Contrasts: /aɪ/ vs /ɔɪ/ Medial,Diphthong,dine,join,/aɪ/,/ɔɪ/,Medial,/daɪn/,/dʒɔɪn/,1,4,3,Different onsets add complexity,drill_396,en,es,machine_translated,cenar,unirse,,,Diferentes inicios añaden complejidad
drill_397,drill_pack_20,Diphthong Contrasts: /aɪ/ vs /ɔɪ/ Medial,Diphthong,nice,noise,/aɪ/,/ɔɪ/,Medial,/naɪs/,/nɔɪz/,1,3,2,Nasal onset with sibilant coda,drill_397,en,es,machine_translated,lindo,ruido,,,Inicio nasal con coda sibilante
drill_398,drill_pack_20,Diphthong Contrasts: /aɪ/ vs /ɔɪ/ Medial,Diphthong,tile,toil,/aɪ/,/ɔɪ/,Medial,/taɪl/,/tɔɪl/,1,3,2,Voiceless stop onset lateral coda,drill_398,en,es,machine_translated,teja,trabajo,,,Coda lateral de inicio de parada sorda
drill_399,drill_pack_20,Diphthong Contrasts: /aɪ/ vs /ɔɪ/ Medial,Diphthong,rile,roil,/aɪ/,/ɔɪ/,Medial,/raɪl/,/rɔɪl/,3,4,3,Liquid onset and coda - true minimal pair,drill_399,en,es,needs_pack_redesign,sacar de quicio,enturbiar,,,El contraste diptongal inglés requiere pares españoles nuevos a nivel de pack
drill_400,drill_pack_20,Diphthong Contrasts: /aɪ/ vs /ɔɪ/ Medial,Diphthong,pike,poi,/aɪ/,/ɔɪ/,Medial,/paɪk/,/pɔɪ/,2,4,3,Near-minimal with different syllable structure,drill_400,en,es,machine_translated,lucio,poi,,,Casi mínimo con diferente estructura de sílabas
