word_1,word_2,contrast_category,phoneme_1_ipa,phoneme_2_ipa,contrast_position
"Clock","Cluck","Vowel Place/Fronting","/ɑ/","/ʌ/","Medial"
"Crock","Cruck","Vowel Place/Fronting","/ɑ/","/ʌ/","Medial"
"Dock","Duck","Vowel Place/Fronting","/ɑ/","/ʌ/","Medial"
"Doll","Dull","Vowel Place/Fronting","/ɑ/","/ʌ/","Medial"
"Fop","Fup","Vowel Place/Fronting","/ɑ/","/ʌ/","Medial"
"Gosh","Gush","Vowel Place/Fronting","/ɑ/","/ʌ/","Medial"
"Jock","Juck","Vowel Place/Fronting","/ɑ/","/ʌ/","Medial"
"Knock","Nuck","Vowel Place/Fronting","/ɑ/","/ʌ/","Medial"
"Lop","Lup","Vowel Place/Fronting","/ɑ/","/ʌ/","Medial"
"Mop","Mup","Vowel Place/Fronting","/ɑ/","/ʌ/","Medial"
"Pock","Puck","Vowel Place/Fronting","/ɑ/","/ʌ/","Medial"
"Bite","Bought","Vowel Place/Fronting","/aɪ/","/ɔː/","Medial"
"Sign","Soy","Vowel Place/Fronting","/aɪ/","/ɔɪ/","Medial"
"File","Foil","Vowel Place/Fronting","/aɪ/","/ɔɪ/","Medial"
"Buy","Boy","Vowel Place/Fronting","/aɪ/","/ɔɪ/","Medial"
"Tie","Toy","Vowel Place/Fronting","/aɪ/","/ɔɪ/","Medial"
"Bed","Beg","Final Consonant Discrimination","/d/","/g/","Final"
"Did","Dig","Final Consonant Discrimination","/d/","/g/","Final"
"Bad","Bag","Final Consonant Discrimination","/d/","/g/","Final"
"Road","Robe","Final Consonant Discrimination","/d/","/b/","Final"
"Seed","Seem","Final Consonant Discrimination","/d/","/m/","Final"
"Mad","Man","Final Consonant Discrimination","/d/","/n/","Final"
"Wide","Wife","Final Consonant Discrimination","/d/","/f/","Final"
"Head","Hen","Final Consonant Discrimination","/d/","/n/","Final"
"Laid","Lane","Final Consonant Discrimination","/d/","/n/","Final"
"Need","Knee","Final Consonant Discrimination","/d/","/n/","Final"
"Bud","Bun","Final Consonant Discrimination","/d/","/n/","Final"
"Feed","Feet","Final Consonant Discrimination","/d/","/t/","Final"
"Had","Hat","Final Consonant Discrimination","/d/","/t/","Final"
"Cap","Cat","Final Consonant Discrimination","/p/","/t/","Final"
"Sleep","Sleet","Final Consonant Discrimination","/p/","/t/","Final"
"Hop","Hot","Final Consonant Discrimination","/p/","/t/","Final"
"Wipe","White","Final Consonant Discrimination","/p/","/t/","Final"
"Map","Mat","Final Consonant Discrimination","/p/","/t/","Final"
"Keep","Feet","Final Consonant Discrimination","/p/","/t/","Final"
"Cop","Cot","Final Consonant Discrimination","/p/","/t/","Final"
"Mope","Mote","Final Consonant Discrimination","/p/","/t/","Final"
"Back","Bat","Final Consonant Discrimination","/k/","/t/","Final"
"Book","Boot","Final Consonant Discrimination","/k/","/t/","Final"
"Sick","Sit","Final Consonant Discrimination","/k/","/t/","Final"
"Make","Mate","Final Consonant Discrimination","/k/","/t/","Final"
"Dock","Dot","Final Consonant Discrimination","/k/","/t/","Final"
"Neck","Net","Final Consonant Discrimination","/k/","/t/","Final"
"Peak","Pete","Final Consonant Discrimination","/k/","/t/","Final"
"Rake","Rate","Final Consonant Discrimination","/k/","/t/","Final"
"Cake","Cape","Final Consonant Discrimination","/k/","/p/","Final"
"Like","Life","Final Consonant Discrimination","/k/","/f/","Final"
"Look","Loop","Final Consonant Discrimination","/k/","/p/","Final"
"Take","Tape","Final Consonant Discrimination","/k/","/p/","Final"
"Back","Bap","Final Consonant Discrimination","/k/","/p/","Final"
"Rack","Wrap","Final Consonant Discrimination","/k/","/p/","Final"
"Mass","Math","Final Consonant Discrimination","/s/","/θ/","Final"
"Pass","Path","Final Consonant Discrimination","/s/","/θ/","Final"
"Face","Faith","Final Consonant Discrimination","/s/","/θ/","Final"
"Bus","But","Final Consonant Discrimination","/s/","/t/","Final"
"Nice","Night","Final Consonant Discrimination","/s/","/t/","Final"
"Yes","Yet","Final Consonant Discrimination","/s/","/t/","Final"
"Lease","Lead","Final Consonant Discrimination","/s/","/d/","Final"
"Sin","Sing","Final Consonant Discrimination","/n/","/ŋ/","Final"
"Win","Wing","Final Consonant Discrimination","/n/","/ŋ/","Final"
"Ran","Rang","Final Consonant Discrimination","/n/","/ŋ/","Final"
"Thin","Thing","Final Consonant Discrimination","/n/","/ŋ/","Final"
"Kin","King","Final Consonant Discrimination","/n/","/ŋ/","Final"
"Ban","Bang","Final Consonant Discrimination","/n/","/ŋ/","Final"
"Sun","Sung","Final Consonant Discrimination","/n/","/ŋ/","Final"
"Lawn","Long","Final Consonant Discrimination","/n/","/ŋ/","Final"
"Mash","Match","Final Consonant Discrimination","/ʃ/","/tʃ/","Final"
"Wash","Watch","Final Consonant Discrimination","/ʃ/","/tʃ/","Final"
"Dish","Ditch","Final Consonant Discrimination","/ʃ/","/tʃ/","Final"
"Rash","Rat","Final Consonant Discrimination","/ʃ/","/t/","Final"
"Leash","Leak","Final Consonant Discrimination","/ʃ/","/k/","Final"
"Rush","Rut","Final Consonant Discrimination","/ʃ/","/t/","Final"
"Push","Put","Final Consonant Discrimination","/ʃ/","/t/","Final"
"Life","Light","Final Consonant Discrimination","/f/","/t/","Final"
"Cough","Caught","Final Consonant Discrimination","/f/","/t/","Final"
"Leaf","Leak","Final Consonant Discrimination","/f/","/k/","Final"
"Safe","Sake","Final Consonant Discrimination","/f/","/k/","Final"
"Puff","Puck","Final Consonant Discrimination","/f/","/k/","Final"
"Laugh","Lap","Final Consonant Discrimination","/f/","/p/","Final"
"Rough","Rut","Final Consonant Discrimination","/f/","/t/","Final"
"Breathe","Breeze","Final Consonant Discrimination","/ð/","/z/","Final"
"Teethe","Tease","Final Consonant Discrimination","/ð/","/z/","Final"
"Bathe","Bays","Final Consonant Discrimination","/ð/","/z/","Final"
"Cheese","Cheat","Final Consonant Discrimination","/z/","/t/","Final"
"Nose","Note","Final Consonant Discrimination","/z/","/t/","Final"
"Rise","Write","Final Consonant Discrimination","/z/","/t/","Final"
"Knees","Neat","Final Consonant Discrimination","/z/","/t/","Final"
"Size","Sight","Final Consonant Discrimination","/z/","/t/","Final"
"Gaze","Gate","Final Consonant Discrimination","/z/","/t/","Final"
"Wage","Wait","Final Consonant Discrimination","/dʒ/","/t/","Final"
"Page","Paid","Final Consonant Discrimination","/dʒ/","/d/","Final"
"Age","Ate","Final Consonant Discrimination","/dʒ/","/t/","Final"
"Meal","Mean","Final Consonant Discrimination","/l/","/n/","Final"
"Feel","Feed","Final Consonant Discrimination","/l/","/d/","Final"
"Call","Caught","Final Consonant Discrimination","/l/","/t/","Final"
"File","Fight","Final Consonant Discrimination","/l/","/t/","Final"
"Pill","Pip","Final Consonant Discrimination","/l/","/p/","Final"
"Sell","Set","Final Consonant Discrimination","/l/","/t/","Final"
"Tile","Time","Final Consonant Discrimination","/l/","/m/","Final"
"Mail","Main","Final Consonant Discrimination","/l/","/n/","Final"
"Peel","Peak","Final Consonant Discrimination","/l/","/k/","Final"
"Ram","Ran","Final Consonant Discrimination","/m/","/n/","Final"
"Seam","Seen","Final Consonant Discrimination","/m/","/n/","Final"
"Dime","Dine","Final Consonant Discrimination","/m/","/n/","Final"
"Game","Gain","Final Consonant Discrimination","/m/","/n/","Final"
"Home","Hone","Final Consonant Discrimination","/m/","/n/","Final"
"Comb","Cone","Final Consonant Discrimination","/m/","/n/","Final"
"Time","Tide","Final Consonant Discrimination","/m/","/d/","Final"
"Room","Root","Final Consonant Discrimination","/m/","/t/","Final"
"Same","Safe","Final Consonant Discrimination","/m/","/f/","Final"
"Pan","Pad","Consonant Voicing","/n/","/d/","Final"
"Cane","Cade","Consonant Voicing","/n/","/d/","Final"
"Bean","Bead","Consonant Voicing","/n/","/d/","Final"
"Tone","Toad","Consonant Voicing","/n/","/d/","Final"
"Pine","Pied","Consonant Voicing","/n/","/d/","Final"
"Mend","Med","Consonant Voicing","/n/","/d/","Final"
"Find","Fied","Consonant Voicing","/n/","/d/","Final"
"Pry","Try","Consonant Place of Articulation","/p/","/t/","Initial"
"Pit","Kit","Consonant Place of Articulation","/p/","/k/","Initial"
"Pug","Tug","Consonant Place of Articulation","/p/","/t/","Initial"
"Pout","Tout","Consonant Place of Articulation","/p/","/t/","Initial"
"Buy","Guy","Consonant Place of Articulation","/b/","/g/","Initial"
"Beak","Geek","Consonant Place of Articulation","/b/","/g/","Initial"
"Bail","Gail","Consonant Place of Articulation","/b/","/g/","Initial"
"Boon","Goon","Consonant Place of Articulation","/b/","/g/","Initial"
"Bat","Gat","Consonant Place of Articulation","/b/","/g/","Initial"
"Tub","Sub","Consonant Manner of Articulation","/t/","/s/","Initial"
"Tack","Sack","Consonant Manner of Articulation","/t/","/s/","Initial"
"Tine","Sign","Consonant Manner of Articulation","/t/","/s/","Initial"
"Tore","Sore","Consonant Manner of Articulation","/t/","/s/","Initial"
"Doom","Zoom","Consonant Manner of Articulation","/d/","/z/","Initial"
"Dap","Zap","Consonant Manner of Articulation","/d/","/z/","Initial"
"Beep","Keep","Consonant Place of Articulation","/b/","/k/","Initial"
"Bite","Kite","Consonant Place of Articulation","/b/","/k/","Initial"
"Bow","Know","Consonant Place of Articulation","/b/","/n/","Initial"
"Beat","Neat","Consonant Place of Articulation","/b/","/n/","Initial"
"Base","Vase","Consonant Place of Articulation","/b/","/v/","Initial"
"Best","Vest","Consonant Place of Articulation","/b/","/v/","Initial"
"Bet","Vet","Consonant Place of Articulation","/b/","/v/","Initial"
"Boat","Vote","Consonant Place of Articulation","/b/","/v/","Initial"
"Ban","Van","Consonant Place of Articulation","/b/","/v/","Initial"
"Bent","Vent","Consonant Place of Articulation","/b/","/v/","Initial"
"Curb","Curve","Consonant Voicing","/b/","/v/","Final"
"Rub","Rove","Consonant Voicing","/b/","/v/","Final"
"Cab","Cave","Consonant Voicing","/b/","/v/","Final"
"Dip","Gyp","Consonant Place of Articulation","/d/","/dʒ/","Initial"
"Deer","Jeer","Consonant Place of Articulation","/d/","/dʒ/","Initial"
"Dig","Jig","Consonant Place of Articulation","/d/","/dʒ/","Initial"
"Door","Jar","Consonant Place of Articulation","/d/","/dʒ/","Initial"
"Dump","Jump","Consonant Place of Articulation","/d/","/dʒ/","Initial"
"Dog","Jog","Consonant Place of Articulation","/d/","/dʒ/","Initial"
"Dug","Jug","Consonant Place of Articulation","/d/","/dʒ/","Initial"
"Fad","Sad","Consonant Manner of Articulation","/f/","/s/","Initial"
"Fay","Say","Consonant Manner of Articulation","/f/","/s/","Initial"
"Fit","Sit","Consonant Manner of Articulation","/f/","/s/","Initial"
"Fought","Sought","Consonant Manner of Articulation","/f/","/s/","Initial"
"Fir","Sir","Consonant Manner of Articulation","/f/","/s/","Initial"
"Get","Wet","Consonant Manner of Articulation","/g/","/w/","Initial"
"Gas","Was","Consonant Manner of Articulation","/g/","/w/","Initial"
"Got","What","Consonant Manner of Articulation","/g/","/w/","Initial"
"Gag","Wag","Consonant Manner of Articulation","/g/","/w/","Initial"
"Gown","Town","Consonant Place of Articulation","/g/","/t/","Initial"
"Gate","Wait","Consonant Manner of Articulation","/g/","/w/","Initial"
"Gull","Dull","Consonant Place of Articulation","/g/","/d/","Initial"
"Hack","Pack","Consonant Place of Articulation","/h/","/p/","Initial"
"Hag","Bag","Consonant Place of Articulation","/h/","/b/","Initial"
"Ham","Pam","Consonant Place of Articulation","/h/","/p/","Initial"
"Hash","Dash","Consonant Place of Articulation","/h/","/d/","Initial"
"Hat","Fat","Consonant Place of Articulation","/h/","/f/","Initial"
"Hawk","Talk","Consonant Place of Articulation","/h/","/t/","Initial"
"Heat","Meat","Consonant Place of Articulation","/h/","/m/","Initial"
"Hid","Lid","Consonant Place of Articulation","/h/","/l/","Initial"
"High","Thigh","Consonant Place of Articulation","/h/","/θ/","Initial"
"Hill","Fill","Consonant Place of Articulation","/h/","/f/","Initial"
"Hip","Sip","Consonant Place of Articulation","/h/","/s/","Initial"
"Hit","Sit","Consonant Place of Articulation","/h/","/s/","Initial"
"Hog","Fog","Consonant Place of Articulation","/h/","/f/","Initial"
"Hot","Not","Consonant Place of Articulation","/h/","/n/","Initial"
"House","Mouse","Consonant Place of Articulation","/h/","/m/","Initial"
"Hug","Thug","Consonant Place of Articulation","/h/","/θ/","Initial"
"Hush","Mush","Consonant Place of Articulation","/h/","/m/","Initial"
"Jam","Yam","Consonant Place of Articulation","/dʒ/","/j/","Initial"
"Jar","Bar","Consonant Place of Articulation","/dʒ/","/b/","Initial"
"Jaw","Thaw","Consonant Place of Articulation","/dʒ/","/θ/","Initial"
"Jet","Wet","Consonant Place of Articulation","/dʒ/","/w/","Initial"
"Jig","Wig","Consonant Place of Articulation","/dʒ/","/w/","Initial"
"Jot","Got","Consonant Place of Articulation","/dʒ/","/g/","Initial"
"Joust","Oust","Consonant Place of Articulation","/dʒ/","/aʊ/","Initial"
"Judge","Fudge","Consonant Place of Articulation","/dʒ/","/f/","Initial"
"Kill","Pill","Consonant Place of Articulation","/k/","/p/","Initial"
"Kip","Tip","Consonant Place of Articulation","/k/","/t/","Initial"
"Kit","Sit","Consonant Manner of Articulation","/k/","/s/","Initial"
"Lad","Mad","Consonant Manner of Articulation","/l/","/m/","Initial"
"Lag","Nag","Consonant Manner of Articulation","/l/","/n/","Initial"
"Lamb","Ram","Consonant Manner of Articulation","/l/","/r/","Initial"
"Lap","Tap","Consonant Manner of Articulation","/l/","/t/","Initial"
"Lash","Dash","Consonant Manner of Articulation","/l/","/d/","Initial"
"Latch","Catch","Consonant Manner of Articulation","/l/","/k/","Initial"
"Leach","Reach","Consonant Manner of Articulation","/l/","/r/","Initial"
"Leak","Weak","Consonant Manner of Articulation","/l/","/w/","Initial"
"Lean","Mean","Consonant Manner of Articulation","/l/","/m/","Initial"
"Leap","Heap","Consonant Manner of Articulation","/l/","/h/","Initial"
"Leg","Peg","Consonant Manner of Articulation","/l/","/p/","Initial"
"Liar","Fire","Consonant Manner of Articulation","/l/","/f/","Initial"
"Lick","Nick","Consonant Manner of Articulation","/l/","/n/","Initial"
"Lid","Kid","Consonant Manner of Articulation","/l/","/k/","Initial"
"Life","Wife","Consonant Manner of Articulation","/l/","/w/","Initial"
"Light","Might","Consonant Manner of Articulation","/l/","/m/","Initial"
"Like","Hike","Consonant Manner of Articulation","/l/","/h/","Initial"
"Limp","Pimp","Consonant Manner of Articulation","/l/","/p/","Initial"
"Line","Nine","Consonant Manner of Articulation","/l/","/n/","Initial"
"Lip","Zip","Consonant Manner of Articulation","/l/","/z/","Initial"
"List","Mist","Consonant Manner of Articulation","/l/","/m/","Initial"
"Live","Give","Consonant Manner of Articulation","/l/","/g/","Initial"
"Loaf","Oaf","Consonant Manner of Articulation","/l/","/oʊ/","Initial"
"Lock","Rock","Consonant Manner of Articulation","/l/","/r/","Initial"
"Log","Dog","Consonant Manner of Articulation","/l/","/d/","Initial"
"Look","Cook","Consonant Manner of Articulation","/l/","/k/","Initial"
"Loop","Soup","Consonant Manner of Articulation","/l/","/s/","Initial"
"Loot","Boot","Consonant Manner of Articulation","/l/","/b/","Initial"
"Lose","Choose","Consonant Manner of Articulation","/l/","/tʃ/","Initial"
"Lot","Got","Consonant Manner of Articulation","/l/","/g/","Initial"
"Loud","Proud","Consonant Manner of Articulation","/l/","/p/","Initial"
"Low","Mow","Consonant Manner of Articulation","/l/","/m/","Initial"
"Lump","Dump","Consonant Manner of Articulation","/l/","/d/","Initial"
"Lush","Rush","Consonant Manner of Articulation","/l/","/r/","Initial"
"Mad","Bad","Consonant Manner of Articulation","/m/","/b/","Initial"
"Man","Tan","Consonant Manner of Articulation","/m/","/t/","Initial"
"Map","Cap","Consonant Manner of Articulation","/m/","/k/","Initial"
"Mash","Dash","Consonant Manner of Articulation","/m/","/d/","Initial"
"Mat","Bat","Consonant Manner of Articulation","/m/","/b/","Initial"
"Match","Catch","Consonant Manner of Articulation","/m/","/k/","Initial"
"Meal","Deal","Consonant Manner of Articulation","/m/","/d/","Initial"
"Mean","Bean","Consonant Manner of Articulation","/m/","/b/","Initial"
"Meet","Feet","Consonant Manner of Articulation","/m/","/f/","Initial"
"Mice","Nice","Consonant Manner of Articulation","/m/","/n/","Initial"
"Miff","If","Consonant Manner of Articulation","/m/","/ɪ/","Initial"
"Might","Fight","Consonant Manner of Articulation","/m/","/f/","Initial"
"Mike","Bike","Consonant Manner of Articulation","/m/","/b/","Initial"
"Mild","Wild","Consonant Manner of Articulation","/m/","/w/","Initial"
"Mile","Pile","Consonant Manner of Articulation","/m/","/p/","Initial"
"Milk","Silk","Consonant Manner of Articulation","/m/","/s/","Initial"
"Mill","Will","Consonant Manner of Articulation","/m/","/w/","Initial"
"Mime","Time","Consonant Manner of Articulation","/m/","/t/","Initial"
"Mind","Bind","Consonant Manner of Articulation","/m/","/b/","Initial"
"Mine","Fine","Consonant Manner of Articulation","/m/","/f/","Initial"
"Mink","Sink","Consonant Manner of Articulation","/m/","/s/","Initial"
"Mint","Hint","Consonant Manner of Articulation","/m/","/h/","Initial"
"Mire","Fire","Consonant Manner of Articulation","/m/","/f/","Initial"
"Miss","Kiss","Consonant Manner of Articulation","/m/","/k/","Initial"
"Mist","Fist","Consonant Manner of Articulation","/m/","/f/","Initial"
"Mix","Fix","Consonant Manner of Articulation","/m/","/f/","Initial"
"Moan","Known","Consonant Manner of Articulation","/m/","/n/","Initial"
"Mock","Dock","Consonant Manner of Articulation","/m/","/d/","Initial"
"Mode","Load","Consonant Manner of Articulation","/m/","/l/","Initial"
"Mold","Gold","Consonant Manner of Articulation","/m/","/g/","Initial"
"Moo","Too","Consonant Manner of Articulation","/m/","/t/","Initial"
"Mood","Food","Consonant Manner of Articulation","/m/","/f/","Initial"
"Mop","Top","Consonant Manner of Articulation","/m/","/t/","Initial"
"Most","Post","Consonant Manner of Articulation","/m/","/p/","Initial"
"Mouse","Louse","Consonant Manner of Articulation","/m/","/l/","Initial"
"Mouth","South","Consonant Manner of Articulation","/m/","/s/","Initial"
"Much","Such","Consonant Manner of Articulation","/m/","/s/","Initial"
"Muck","Duck","Consonant Manner of Articulation","/m/","/d/","Initial"
"Mud","Bud","Consonant Manner of Articulation","/m/","/b/","Initial"
"Mug","Thug","Consonant Manner of Articulation","/m/","/θ/","Initial"
"Mull","Gull","Consonant Manner of Articulation","/m/","/g/","Initial"
"Munch","Bunch","Consonant Manner of Articulation","/m/","/b/","Initial"
"Mush","Rush","Consonant Manner of Articulation","/m/","/r/","Initial"
"Mute","Boot","Consonant Manner of Articulation","/m/","/b/","Initial"
"Nag","Tag","Consonant Manner of Articulation","/n/","/t/","Initial"
"Nail","Sail","Consonant Manner of Articulation","/n/","/s/","Initial"
"Name","Game","Consonant Manner of Articulation","/n/","/g/","Initial"
"Nap","Tap","Consonant Manner of Articulation","/n/","/t/","Initial"
"Naught","Bought","Consonant Manner of Articulation","/n/","/b/","Initial"
"Near","Dear","Consonant Manner of Articulation","/n/","/d/","Initial"
"Neat","Seat","Consonant Manner of Articulation","/n/","/s/","Initial"
"Neck","Deck","Consonant Manner of Articulation","/n/","/d/","Initial"
"Need","Weed","Consonant Manner of Articulation","/n/","/w/","Initial"
"Net","Wet","Consonant Manner of Articulation","/n/","/w/","Initial"
"New","Few","Consonant Manner of Articulation","/n/","/f/","Initial"
"Nib","Rib","Consonant Manner of Articulation","/n/","/r/","Initial"
"Nice","Vice","Consonant Manner of Articulation","/n/","/v/","Initial"
"Nick","Pick","Consonant Manner of Articulation","/n/","/p/","Initial"
"Nigh","Thigh","Consonant Manner of Articulation","/n/","/θ/","Initial"
"Night","Sight","Consonant Manner of Articulation","/n/","/s/","Initial"
"Nip","Sip","Consonant Manner of Articulation","/n/","/s/","Initial"
"Nod","Rod","Consonant Manner of Articulation","/n/","/r/","Initial"
"Noise","Boys","Consonant Manner of Articulation","/n/","/b/","Initial"
"Nook","Look","Consonant Manner of Articulation","/n/","/l/","Initial"
"Noon","Moon","Consonant Manner of Articulation","/n/","/m/","Initial"
"Nose","Hose","Consonant Manner of Articulation","/n/","/h/","Initial"
"Not","Got","Consonant Manner of Articulation","/n/","/g/","Initial"
"Note","Vote","Consonant Manner of Articulation","/n/","/v/","Initial"
"Now","Wow","Consonant Manner of Articulation","/n/","/w/","Initial"
"Nudge","Judge","Consonant Manner of Articulation","/n/","/dʒ/","Initial"
"Null","Gull","Consonant Manner of Articulation","/n/","/g/","Initial"
"Numb","Thumb","Consonant Manner of Articulation","/n/","/θ/","Initial"
"Nut","But","Consonant Manner of Articulation","/n/","/b/","Initial"
"Pack","Tack","Consonant Place of Articulation","/p/","/t/","Initial"
"Page","Gage","Consonant Voicing","/p/","/g/","Initial"
"Pail","Mail","Consonant Manner of Articulation","/p/","/m/","Initial"
"Pain","Cane","Consonant Place of Articulation","/p/","/k/","Initial"
"Pair","Care","Consonant Place of Articulation","/p/","/k/","Initial"
"Pale","Gale","Consonant Voicing","/p/","/g/","Initial"
"Pan","Man","Consonant Manner of Articulation","/p/","/m/","Initial"
"Pass","Mass","Consonant Manner of Articulation","/p/","/m/","Initial"
"Path","Math","Consonant Manner of Articulation","/p/","/m/","Initial"
"Pave","Gave","Consonant Voicing","/p/","/g/","Initial"
"Pawn","Dawn","Consonant Place of Articulation","/p/","/d/","Initial"
"Peak","Beak","Consonant Voicing","/p/","/b/","Initial"
"Peal","Deal","Consonant Place of Articulation","/p/","/d/","Initial"
"Peck","Deck","Consonant Place of Articulation","/p/","/d/","Initial"
"Peel","Feel","Consonant Manner of Articulation","/p/","/f/","Initial"
"Pen","Then","Consonant Place of Articulation","/p/","/ð/","Initial"
"Perch","Birch","Consonant Voicing","/p/","/b/","Initial"
"Pick","Kick","Consonant Place of Articulation","/p/","/k/","Initial"
"Pig","Big","Consonant Voicing","/p/","/b/","Initial"
"Pike","Like","Consonant Manner of Articulation","/p/","/l/","Initial"
"Pile","Tile","Consonant Place of Articulation","/p/","/t/","Initial"
"Pill","Till","Consonant Place of Articulation","/p/","/t/","Initial"
"Pinch","Finch","Consonant Manner of Articulation","/p/","/f/","Initial"
"Pine","Dine","Consonant Place of Articulation","/p/","/d/","Initial"
"Pip","Tip","Consonant Place of Articulation","/p/","/t/","Initial"
"Pit","Sit","Consonant Manner of Articulation","/p/","/s/","Initial"
"Pith","With","Consonant Manner of Articulation","/p/","/w/","Initial"
"Pity","City","Consonant Manner of Articulation","/p/","/s/","Initial"
"Pod","God","Consonant Voicing","/p/","/g/","Initial"
"Poke","Joke","Consonant Manner of Articulation","/p/","/dʒ/","Initial"
"Pole","Goal","Consonant Voicing","/p/","/g/","Initial"
"Pond","Wand","Consonant Manner of Articulation","/p/","/w/","Initial"
"Pony","Bony","Consonant Voicing","/p/","/b/","Initial"
"Pool","Cool","Consonant Place of Articulation","/p/","/k/","Initial"
"Poor","Boor","Consonant Voicing","/p/","/b/","Initial"
"Pop","Top","Consonant Place of Articulation","/p/","/t/","Initial"
"Pork","Fork","Consonant Manner of Articulation","/p/","/f/","Initial"
"Port","Fort","Consonant Manner of Articulation","/p/","/f/","Initial"
"Posh","Josh","Consonant Manner of Articulation","/p/","/dʒ/","Initial"
"Pot","Got","Consonant Voicing","/p/","/g/","Initial"
"Pouch","Vouch","Consonant Manner of Articulation","/p/","/v/","Initial"
"Pout","Doubt","Consonant Place of Articulation","/p/","/d/","Initial"
"Pram","Ram","Consonant Manner of Articulation","/p/","/r/","Initial"
"Prank","Bank","Consonant Voicing","/p/","/b/","Initial"
"Pray","Tray","Consonant Place of Articulation","/p/","/t/","Initial"
"Press","Dress","Consonant Place of Articulation","/p/","/d/","Initial"
"Pride","Bride","Consonant Voicing","/p/","/b/","Initial"
"Prime","Grime","Consonant Voicing","/p/","/g/","Initial"
"Prize","Rise","Consonant Manner of Articulation","/p/","/r/","Initial"
"Prod","Rod","Consonant Manner of Articulation","/p/","/r/","Initial"
"Puff","Buff","Consonant Voicing","/p/","/b/","Initial"
"Pug","Dug","Consonant Place of Articulation","/p/","/d/","Initial"
"Pull","Bull","Consonant Voicing","/p/","/b/","Initial"
"Pump","Bump","Consonant Voicing","/p/","/b/","Initial"
"Punch","Bunch","Consonant Voicing","/p/","/b/","Initial"
"Pure","Cure","Consonant Place of Articulation","/p/","/k/","Initial"
"Purse","Curse","Consonant Place of Articulation","/p/","/k/","Initial"
"Push","Bush","Consonant Voicing","/p/","/b/","Initial"
"Put","Foot","Consonant Manner of Articulation","/p/","/f/","Initial"
"Rag","Bag","Consonant Manner of Articulation","/r/","/b/","Initial"
"Rage","Gage","Consonant Manner of Articulation","/r/","/g/","Initial"
"Raid","Paid","Consonant Manner of Articulation","/r/","/p/","Initial"
"Rail","Fail","Consonant Manner of Articulation","/r/","/f/","Initial"
"Rain","Gain","Consonant Manner of Articulation","/r/","/g/","Initial"
"Rake","Fake","Consonant Manner of Articulation","/r/","/f/","Initial"
"Ram","Jam","Consonant Manner of Articulation","/r/","/dʒ/","Initial"
"Ran","Fan","Consonant Manner of Articulation","/r/","/f/","Initial"
"Rang","Gang","Consonant Manner of Articulation","/r/","/g/","Initial"
"Rank","Bank","Consonant Manner of Articulation","/r/","/b/","Initial"
"Rant","Cant","Consonant Manner of Articulation","/r/","/k/","Initial"
"Rap","Cap","Consonant Manner of Articulation","/r/","/k/","Initial"
"Rash","Cash","Consonant Manner of Articulation","/r/","/k/","Initial"
"Rat","Gnat","Consonant Manner of Articulation","/r/","/n/","Initial"
"Rate","Gate","Consonant Manner of Articulation","/r/","/g/","Initial"
"Reach","Beach","Consonant Manner of Articulation","/r/","/b/","Initial"
"Read","Need","Consonant Manner of Articulation","/r/","/n/","Initial"
"Reap","Heap","Consonant Manner of Articulation","/r/","/h/","Initial"
"Rear","Near","Consonant Manner of Articulation","/r/","/n/","Initial"
"Red","Bed","Consonant Manner of Articulation","/r/","/b/","Initial"
"Reef","Beef","Consonant Manner of Articulation","/r/","/b/","Initial"
"Reel","Feel","Consonant Manner of Articulation","/r/","/f/","Initial"
"Rent","Tent","Consonant Manner of Articulation","/r/","/t/","Initial"
"Rest","Best","Consonant Manner of Articulation","/r/","/b/","Initial"
"Rib","Fib","Consonant Manner of Articulation","/r/","/f/","Initial"
"Rice","Dice","Consonant Manner of Articulation","/r/","/d/","Initial"
"Rich","Witch","Consonant Manner of Articulation","/r/","/w/","Initial"
"Rick","Kick","Consonant Manner of Articulation","/r/","/k/","Initial"
"Rid","Kid","Consonant Manner of Articulation","/r/","/k/","Initial"
"Ride","Tide","Consonant Manner of Articulation","/r/","/t/","Initial"
"Ridge","Fridge","Consonant Manner of Articulation","/r/","/f/","Initial"
"Rift","Lift","Consonant Manner of Articulation","/r/","/l/","Initial"
"Right","White","Consonant Manner of Articulation","/r/","/w/","Initial"
"Rill","Fill","Consonant Manner of Articulation","/r/","/f/","Initial"
"Rim","Him","Consonant Manner of Articulation","/r/","/h/","Initial"
"Ring","King","Consonant Manner of Articulation","/r/","/k/","Initial"
"Rink","Sink","Consonant Manner of Articulation","/r/","/s/","Initial"
"Rip","Nip","Consonant Manner of Articulation","/r/","/n/","Initial"
"Ripe","Wipe","Consonant Manner of Articulation","/r/","/w/","Initial"
"Rise","Wise","Consonant Manner of Articulation","/r/","/w/","Initial"
"Risk","Disk","Consonant Manner of Articulation","/r/","/d/","Initial"
"Roach","Coach","Consonant Manner of Articulation","/r/","/k/","Initial"
"Road","Toad","Consonant Manner of Articulation","/r/","/t/","Initial"
"Roam","Foam","Consonant Manner of Articulation","/r/","/f/","Initial"
"Roar","Door","Consonant Manner of Articulation","/r/","/d/","Initial"
"Roast","Boast","Consonant Manner of Articulation","/r/","/b/","Initial"
"Rob","Bob","Consonant Manner of Articulation","/r/","/b/","Initial"
"Robe","Probe","Consonant Manner of Articulation","/r/","/p/","Initial"
